,Looks Good to contact,Event Name,capacity,start,end,category,eventbrite_url,Unnamed: 7,website,tel,email generic,contact,email contact,probable_phones,possible_phones,unfiltered_results,searched
839,,Plei Loft Party,640,5/28/2016,5/28/2016,Music; Hip Hop / Rap,http://www.eventbrite.com/e/plei-loft-party-tickets-23131918190?aff=ebapi,,http://plei0528.eventbrite.com,,,,,,"626)792-2727, 800)350-8850, 888-215-3611, 310)458-5444, 888)203-5531, 323)466-3876","774-4207-899, 800)350-8850, 800)350-8850, 626)792-2727, 626)792-2727, 000-0000-000, 000-0000-000, 000-0000-000, 000-00033232, 000-0000-000, 000-0000-000, 000-0000-000, 000-00033232, 000-0000-000, 000-0000-000, 000-0000-000, 000-00033232, 000-0000-000, 000-0000-000, 000-0000-000, 000-00033232, 000-0000-000, 000-0000-000, 000-0000-000, 000-00033093, 000-0000-000, 000-0000-000, 000-0000-000, 000-00033093, 000-0000-000, 000-0000-000, 000-0000-000, 000-00033093, 000-0000-000, 000-0000-000, 000-0000-000, 000-00033093, 000-0000-000, 000-0000-000, 000-0000-000, 000-00033093, 000-0000-000, 000-0000-000, 000-0000-000, 000-00033093, 000-0000-000, 000-0000-000, 000-0000-000, 000-00033093, 000-0000-000, 000-0000-000, 000-0000-000, 000-00033093, 000-0000-000, 000-0000-000, 000-0000-000, 000-00033093, 000-0000-000, 000-0000-000, 000-0000-000, 000-00033093, 000-0000-000, 000-0000-000, 000-0000-000, 000-00033093, 000-0000-000, 000-0000-000, 000-0000-000, 000-00051251, 000-0000-000, 000-0000-000, 000-0000-000, 000-00051251, 000-0000-000, 000-0000-000, 000-0000-000, 000-00051251, 000-0000-000, 000-0000-000, 000-0000-000, 000-00051251, 000-0000-000, 000-0000-000, 000-0000-000, 000-00051251, 000-0000-000, 000-0000-000, 000-0000-000, 000-00051251, 000-0000-000, 000-0000-000, 000-0000-000, 000-00038731, 000-0000-000, 000-0000-000, 000-0000-000, 000-00038731, 000-0000-000, 000-0000-000, 000-0000-000, 000-00033429, 000-0000-000, 000-0000-000, 000-0000-000, 000-00033429, 000-0000-000, 000-0000-000, 000-0000-000, 000-00033429, 000-0000-000, 000-0000-000, 000-0000-000, 000-00033429, 000-0000-000, 000-0000-000, 000-0000-000, 000-00033429, 000-0000-000, 000-0000-000, 000-0000-000, 000-00033155, 000-0000-000, 000-0000-000, 000-0000-000, 000-00033155, 000-0000-000, 000-0000-000, 000-0000-000, 000-00033155, 000-0000-000, 000-0000-000, 000-0000-000, 000-00033155, 000-0000-000, 000-0000-000, 000-0000-000, 000-00033155, 000-0000-000, 000-0000-000, 000-0000-000, 000-00033155, 000-0000-000, 000-0000-000, 000-0000-000, 000-00033232, 000-0000-000, 000-0000-000, 000-0000-000, 000-00033093, 000-0000-000, 000-0000-000, 000-0000-000, 000-00033093, 000-0000-000, 000-0000-000, 000-0000-000, 000-00033093, 000-0000-000, 000-0000-000, 000-0000-000, 000-00033093, 000-0000-000, 000-0000-000, 000-0000-000, 000-00033093, 000-0000-000, 000-0000-000, 000-0000-000, 000-00033093, 000-0000-000, 000-0000-000, 000-0000-000, 000-00033093, 000-0000-000, 000-0000-000, 000-0000-000, 000-00033093, 000-0000-000, 000-0000-000, 000-0000-000, 000-00033093, 000-0000-000, 000-0000-000, 000-0000-000, 000-00033093, 000-0000-000, 000-0000-000, 000-0000-000, 000-00000007, 000-0000-000, 000-0000-000, 000-0000-000, 000-00000007, 000-0000-000, 000-0000-000, 000-0000-000, 000-00033098, 000-0000-000, 000-0000-000, 000-0000-000, 000-00000007, 000-0000-000, 000-0000-000, 000-0000-000, 000-00033189, 000-0000-000, 000-0000-000, 000-0000-000, 000-00051251, 000-0000-000, 000-0000-000, 000-0000-000, 000-00051251, 000-0000-000, 000-0000-000, 000-0000-000, 000-00038731, 000-0000-000, 000-0000-000, 000-0000-000, 000-00038731, 000-0000-000, 000-0000-000, 000-0000-000, 000-00038731, 000-0000-000, 000-0000-000, 000-0000-000, 000-00038731, 000-0000-000, 000-0000-000, 000-0000-000, 000-00033429, 000-0000-000, 000-0000-000, 000-0000-000, 000-00033429, 000-0000-000, 000-0000-000, 000-0000-000, 000-00033429, 000-0000-000, 000-0000-000, 000-0000-000, 000-00033429, 000-0000-000, 000-0000-000, 000-0000-000, 000-00033429, 000-0000-000, 000-0000-000, 000-0000-000, 000-00033429, 000-0000-000, 000-0000-000, 000-0000-000, 000-00033429, 000-0000-000, 000-0000-000, 000-0000-000, 000-00033429, 000-0000-000, 000-0000-000, 000-0000-000, 000-00033155, 000-0000-000, 000-0000-000, 000-0000-000, 000-00033155, 000-0000-000, 000-0000-000, 000-0000-000, 000-00033155, 000-0000-000, 000-0000-000, 000-0000-000, 000-00033093, 000-0000-000, 000-0000-000, 000-0000-000, 000-00033093, 000-0000-000, 000-0000-000, 000-0000-000, 000-00033093, 000-0000-000, 000-0000-000, 000-0000-000, 000-00033093, 000-0000-000, 000-0000-000, 000-0000-000, 000-00033093, 000-0000-000, 000-0000-000, 000-0000-000, 000-00033093, 323)466-3876, 323)466-3876, 323)466-3876, 323)466-3876, 323)466-3876, 323)466-3876, 323)466-3876, 323)466-3876, 323)466-3876, 323)466-3876, 323)466-3876, 323)466-3876, 310)458-5444, 323)466-3876, 310)458-5444, 310)458-5444, 323)466-3876, 323)466-3876, 323)466-3876, 323)466-3876, 323)466-3876, 323)466-3876, 323)466-3876, 888-215-3611, 888-215-3611, 888)203-5531, 888-215-3611, 888-215-3611, 888-215-3611, 888)203-5531, 888-215-3611",True
840,,Your F!#&ed Up Relationship,635,5/6/2016,5/6/2016,Performing & Visual Arts; Comedy,http://www.eventbrite.com/e/your-fed-up-relationship-tickets-21139988274?aff=ebapi,,,,,,,"800-665-2006, 866-635-2349, 800-521-4140, 800-241-3673, 800-565-3673, 800-387-9333, 800-392-3673, 800-232-5952",855-524-8278,"800-241-3673, 800-521-4140, 800-665-2006, 800-392-3673, 800-232-5952, 800-565-3673, 800-521-4140, 800-232-5952, 800-387-9333, 866-635-2349, 331-4CC4-977, 855-JAGUAR-U, 855-524-8278, 855-524-8278, 331-4CC4-977, 855-JAGUAR-U, 855-524-8278, 855-524-8278, 331-4CC4-977, 331-4CC4-977, 331-4CC4-977",True
841,,LA COSPLAY BALL 2016 (by Love and Lust Events),630,7/1/2016,7/1/2016,,http://www.eventbrite.com/e/la-cosplay-ball-2016-by-love-and-lust-events-tickets-21130723563?aff=ebapi,,,,,,,"310-574-7301, 310-574-7492, 303-296-7744, 310-574-7100, 310-574-7329, 303-296-5416, 310-845-5662, 310-574-7490, 310-574-7379, 310-574-7495, 602)238-4800",,"437-NIGHTMAR, 437-NIGHTMAR, 437-NIGHTMAR, 310-574-7100, 310-574-7492, 310-574-7379, 310-574-7495, 310-574-7329, 310-574-7490, 310-574-7301, 310-845-5662, 602)238-4800, 303-296-7744, 303-296-5416, 310-574-7100, 310-574-7492, 310-574-7379, 310-574-7495, 310-574-7329, 310-574-7490, 310-574-7301, 310-845-5662, 602)238-4800, 303-296-7744, 303-296-5416",True
842,,Jacob Whitesides @ Slim?s,630,6/17/2016,6/17/2016,Music,http://www.eventbrite.com/e/jacob-whitesides-slims-tickets-23194254640?aff=ebapi,,,,,,,"415-255-0333, 415-885-0750","415)255-0333, 999-999-9999","640-19649754, 415-255-0333, 415-885-0750, 415)255-0333, 999-999-9999, 911-235451-1, 911-235451-1, 029-164030-0",True
843,,Whitey Morgan / Cody Jinks @ Slim?s,630,5/7/2016,5/7/2016,Music,http://www.eventbrite.com/e/whitey-morgan-cody-jinks-slims-tickets-21388266882?aff=ebapi,,,,,,,"415-255-0333, 415)729-4611, 559-271-7900, 559-271-7979, 415-729-4611, 415-885-0750","415)255-0333, 999-999-9999","882-19155800, 415-255-0333, 415-885-0750, 012-10080582, 415-729-4611, 415)729-4611, 559-271-7900, 559-271-7979, 999-999-9999, 415)255-0333, 711-53200-19, 621-103085-1",True
844,,Andy Hull / Kevin Devine @ Slim?s,630,5/17/2016,5/17/2016,Music,http://www.eventbrite.com/e/andy-hull-kevin-devine-slims-tickets-22666779949?aff=ebapi,,,,,,,999-999-9999,415)255-0333,"999-999-9999, 415)255-0333, 711-53200-19, 621-103085-1",True
845,,Buzzcocks: 40th Anniversary @ Slim?s w/ Residuels,630,5/25/2016,5/25/2016,Music,http://www.eventbrite.com/e/buzzcocks-40th-anniversary-slims-w-residuels-tickets-21092576464?aff=ebapi,,,,,,,"415-255-0333, 415-885-0750, 778-891-3558",,"415-255-0333, 415-885-0750, 778-891-3558, 778-891-3558, 778-891-3558, 778-891-3558, 778-891-3558",True
846,,EmTech Digital 2016,630,5/23/2016,5/23/2016,Science & Technology,http://www.eventbrite.com/e/emtech-digital-2016-registration-19065736130?aff=ebapi,,http://emtechdigital2016.eventbrite.com,,,,,"866-225-0397, 415)284-4000","617)475-8018, 888-776-0942, 617-475-8018","866-225-0397, 866-225-0397, 866-225-0397, 866-225-0397, 866-225-0397, 866-225-0397, 866-225-0397, 866-225-0397, 415)284-4000, 047-20140903, 722-20140904, 991-20140903, 403-20140910, 341-20140909, 138-20140909, 617-475-8018, 016-30022452, 016-30022452, 888-776-0942, 888-776-0942, 888-776-0942, 888-776-0942, 888-776-0942, 888-776-0942, 617-475-8018, 617)475-8018",True
847,,"Discharge @ Slim?s   w/ Eyehategod, Toxic Holocaust",630,6/4/2016,6/4/2016,Music,http://www.eventbrite.com/e/discharge-slims-w-eyehategod-toxic-holocaust-tickets-23112386771?aff=ebapi,,,,,,,"415-255-0333, 415-885-0750",999-999-9999,"771-19649865, 415-255-0333, 415-885-0750, 225-112925-7, 225-112925-7, 216-181725-0, 113-103337-4, 118-220024-8, 118-215945-7, 118-215855-4, 905-162342-3, 811-085430-5, 330-123504-3, 999-999-9999",True
848,,"Fear Factory @ Slim?s   w/ Soilwork, Omnikage, Spades and Blades",630,5/3/2016,5/3/2016,Music,http://www.eventbrite.com/e/fear-factory-slims-w-soilwork-omnikage-spades-and-blades-tickets-22178313934?aff=ebapi,,,,,,,"415-255-0333, 415-885-0750","323)464-0808, 412)206-9719, 720)690-7107, 999-999-9999","934-19155959, 415-255-0333, 415-885-0750, 999-999-9999, 412)206-9719, 323)464-0808, 720)690-7107",True
849,,Trashcan Sinatras @ Slim?s,630,6/7/2016,6/7/2016,Music,http://www.eventbrite.com/e/trashcan-sinatras-slims-tickets-23861961770?aff=ebapi,,,,,,,,999-999-9999,"999-999-9999, 401-231523-4, 401-231523-4, 411-190629-2, 117-003022-1, 117-002756-4, 304-181025-9, 304-181009-4, 304-180954-1, 221-052052-8",True
850,,An evening with Local H @ Slim?s   playing As Good As Dead in its entirety,630,6/3/2016,6/3/2016,Music,http://www.eventbrite.com/e/an-evening-with-local-h-slims-playing-as-good-as-dead-in-its-entirety-tickets-22070882604?aff=ebapi,,,,,,,"415-255-0333, 415-885-0750, 619)232-3101",,"415-255-0333, 415-885-0750, 619)232-3101",True
851,,Mac Sabbath @ Slim?s,630,6/12/2016,6/12/2016,Music,http://www.eventbrite.com/e/mac-sabbath-slims-tickets-22071006976?aff=ebapi,,,,,,,,,,False
852,,Mark Lanegan @ Slim?s,630,7/11/2016,7/11/2016,Music,http://www.eventbrite.com/e/mark-lanegan-slims-tickets-24269717378?aff=ebapi,,,,,,,203-256-3390,"415)255-0333, 999-999-9999","010-92858799, 203-256-3390, 999-999-9999, 415)255-0333, 711-53200-19, 621-103085-1",True
853,,"Hank Green @ Slim?s (Mon.) w/ Driftless Pony Club, Harry and The Potters, Rob Scallon, Andrew Huang",630,5/23/2016,5/23/2016,Music,http://www.eventbrite.com/e/hank-green-slims-mon-w-driftless-pony-club-harry-and-the-potters-rob-scallon-andrew-huang-tickets-24117176123?aff=ebapi,,,,,,,,"415-255-0333, 415-885-0750, 999-999-9999","361-776-10-7, 361-776-10-7, 123-19820876, 415-255-0333, 415-885-0750, 999-999-9999, 704-072946-5, 704-072946-5",True
854,,Andre Nickatina @ Slim?s,630,6/10/2016,6/10/2016,Music,http://www.eventbrite.com/e/andre-nickatina-slims-tickets-23841693146?aff=ebapi,,,,,,,415)255-0333,,415)255-0333,True
855,,"An evening w/ Portland Cello Project: Metal, Cello and all that Jazz featuring Skip vonKuske @ Slim?s",630,5/12/2016,5/12/2016,Music,http://www.eventbrite.com/e/an-evening-w-portland-cello-project-metal-cello-and-all-that-jazz-featuring-skip-vonkuske-slims-tickets-22747060069?aff=ebapi,,,,,,,,,,False
856,,Turkuaz @ Slim?s w/ The Nth Power,630,5/21/2016,5/21/2016,Music,http://www.eventbrite.com/e/turkuaz-slims-w-the-nth-power-tickets-21440655578?aff=ebapi,,,,,,,"415-255-0333, 415-885-0750, 888)377-4510","805-617-4099, 415)255-0333, 800-936-3126, 999-999-9999","415-255-0333, 415-885-0750, 888)377-4510, 999-999-9999, 415)255-0333, 711-53200-19, 621-103085-1, 800-936-3126, 805-617-4099, 800-936-3126, 800-936-3126",True
857,,"Hank Green @ Slim?s (Tues.)  w/ Driftless Pony Club, Harry and The Potters, Rob Scallon, Andrew Huang",630,5/24/2016,5/24/2016,Music,http://www.eventbrite.com/e/hank-green-slims-tues-w-driftless-pony-club-harry-and-the-potters-rob-scallon-andrew-huang-tickets-24117348639?aff=ebapi,,,,,,,"415-255-0333, 415-885-0750",999-999-9999,"639-19820882, 415-255-0333, 415-885-0750, 361-776-10-7, 361-776-10-7, 999-999-9999",True
858,,"Voivod @ Slim?s  w/ King Parrot, Child Bite",630,6/8/2016,6/8/2016,Music,http://www.eventbrite.com/e/voivod-slims-w-king-parrot-child-bite-tickets-23123461897?aff=ebapi,,,,,,,"415-255-0333, 415-885-0750",999-999-9999,"897-19649847, 415-255-0333, 415-885-0750, 999-999-9999",True
859,,C?u @ GAMH,630,6/17/2016,6/17/2016,Music,http://www.eventbrite.com/e/ceu-gamh-tickets-23122485978?aff=ebapi,,,,,,,,,"017-MEDICINE, 950-MEDICINE, 950-MEDICINE",True
860,,Pity Sex @ Slim?s,630,6/29/2016,6/29/2016,Music,http://www.eventbrite.com/e/pity-sex-slims-tickets-22424846319?aff=ebapi,,,,,,,999-999-9999,,"999-999-9999, 224-143832-2, 224-143832-2",True
861,,This Charming Band ? tribute to The Smiths/Morrissey @ Slim?s,630,5/20/2016,5/20/2016,Music,http://www.eventbrite.com/e/this-charming-band-tribute-to-the-smithsmorrissey-slims-tickets-22425386936?aff=ebapi,,,,,,,"415-255-0333, 415-885-0750",,"936-19649694, 415-255-0333, 415-885-0750",True
862,,"Ooklah The Moc @ Slim?s   w/ Josh Heinrichs with SkillinJah, Da Mainland, For Peace Band    Presented by Shownuff Entertainment and Polynesian Underground",630,5/26/2016,5/26/2016,Music,http://www.eventbrite.com/e/ooklah-the-moc-slims-w-josh-heinrichs-with-skillinjah-da-mainland-for-peace-band-presented-by-tickets-21283235731?aff=ebapi,,,,,,,"415-255-0333, 415-885-0750",,"415-255-0333, 415-885-0750",True
863,,"The Obsessed @ Slim?s w/ The Atomic Bitchwax, Karma To Burn",630,6/2/2016,6/2/2016,Music,http://www.eventbrite.com/e/the-obsessed-slims-w-the-atomic-bitchwax-karma-to-burn-tickets-24048516761?aff=ebapi,,,,,,,"415-255-0333, 415-885-0750",,"415-255-0333, 415-885-0750",True
864,,Scandinavian School Summer Camp 2016 - Culture and Language Program (2-10 year-olds),630,6/20/2016,6/20/2016,Community & Culture; Language,http://www.eventbrite.com/e/scandinavian-school-summer-camp-2016-culture-and-language-program-2-10-year-olds-tickets-19816325162?aff=ebapi,,,,,,,,"415-665-3276, 415-665-7632","415-665-3276, 601-05142015, 601-05142015, 601-05142015, 601-05142015, 601-05142015, 601-05142015, 601-05142015, 601-05142015, 601-05142015, 601-05142015, 415-665-7632, 415-665-3276, 601-05142015, 601-05142015, 601-05142015, 601-05142015, 601-05142015, 601-05142015, 601-05142015, 601-05142015, 601-05142015, 601-05142015, 415-665-3276, 415-665-3276, 001-05330734, 001-05330734, 001-05330734, 001-05330734, 001-05330734, 001-05866644, 001-05866644, 001-05866644, 001-05866644, 001-05866644, 001-08673124, 001-08673124, 001-08673124, 001-08673124, 001-08673124, 001-08808316, 001-08808316, 001-08808316, 001-08808316, 001-08808316, 001-08809193, 001-08809193, 001-08809193, 001-08809193, 001-08809193, 001-08147171, 001-08147171, 001-08147171, 001-08147171, 001-08147171, 001-08714824, 001-08714824, 001-08714824, 001-08714824, 001-08714824, 001-08897183, 001-08897183, 001-08897183, 001-08897183, 001-08897183, 001-08938983, 001-08938983, 001-08938983, 001-08938983, 001-08938983, 001-08938984, 001-08938984, 001-08938984, 001-08938984, 001-08938984, 001-07054841, 001-07054841, 001-07054841, 001-07054841, 001-07054841, 001-08601497, 001-08601497, 001-08601497, 001-08601497, 001-08601497, 001-09008565, 001-09008565, 001-09008565, 001-09008565, 001-09008565, 001-07881383, 001-07881383, 001-07881383, 001-07881383, 001-07881383, 001-09008093, 001-09008093, 001-09008093, 001-09008093, 001-09008093, 001-05483224, 001-05483224, 001-05483224, 001-05483224, 001-05483224",True
865,,"Nothing @ Slim?s w/ Culture Abuse, Wrong",630,6/21/2016,6/21/2016,Music,http://www.eventbrite.com/e/nothing-slims-w-culture-abuse-wrong-tickets-22591946119?aff=ebapi,,,,,,,,,,False
866,,Scandinavian School Summer Camp 2016 - Outdoor Program (3-10 year-olds),630,6/20/2016,6/20/2016,Community & Culture; Language,http://www.eventbrite.com/e/scandinavian-school-summer-camp-2016-outdoor-program-3-10-year-olds-tickets-19816743413?aff=ebapi,,,,,,,508-756-7135,"860)408-4360, 860-522-0163, 203)261-7301, 860-521-5362, 203-740-0044, 860-583-4734, 203)297-6091, 415)339-3931, 860)583-4734, 203)562-9194, 860)868-0518, 860-489-6550, 203-881-2400, 203)794-1308, 860-212-5142, 860)375-4443, 860)619-8010, 860)318-1135, 203-272-6247, 860-974-9004, 860)276-5103, 860-832-2277, 800)364-8472, 860-741-2267, 203)368-6511, 860-643-0949, 203-426-0666, 203-372-3521, 203-456-3651, 860)669-8681, 860-354-5030, 203-261-7301, 203-591-5234, 860-727-5032, 203)481-7277, 860-515-8115, 203-283-5657, 203)847-4850, 860-868-0740, 860)247-CREC, 860)520-7244, 203-830-3921, 203-263-2855, 860-512-2804, 860-687-6000, 860)833-4725, 203)748-1716, 203)459-1772, 415)339-3906, 203-322-4POP, 203)872-2267, 203-889-8971, 800-545-9367, 203-271-9195, 860-633-8402, 203)247-5915, 860)445-9007, 860)663-5593, 203-264-5098, 203)753-0381, 860-873-2294, 203-782-9038, 860)722-6036, 203-956-6217, 860-243-4801, 203-655-7459, 860)224-5231, 860)515-8115, 203-576-1634, 860)253-9995, 860)371-5849, 203-946-7173, 860-739-7899, 203)654-7886, 860-404-4180, 203)562-2812, 203-329-8207, 203-969-1234, 203-937-6206, 860-535-9362, 203-576-7252, 860-525-1163, 203-762-7280, 860)526-9529, 800-922-2770, 860)739-0877, 860)757-9595, 860-436-9857, 203-517-3431, 203)259-0416, 860-489-3791, 860)560-2100, 203-874-5437, 860)408-4355, 860)242-7144, 203-624-1825, 860)347-6143, 203-966-4634, 646-460-4166, 860-684-8216, 866)626-2841, 860)253-9935, 203-387-2522, 800)261-7947, 860-963-7170, 860-364-0520","508-756-7135, 001-05330734, 001-05330734, 001-05330734, 001-05330734, 001-05330734, 001-05866644, 001-05866644, 001-05866644, 001-05866644, 001-05866644, 001-08673124, 001-08673124, 001-08673124, 001-08673124, 001-08673124, 001-08808316, 001-08808316, 001-08808316, 001-08808316, 001-08808316, 001-08809193, 001-08809193, 001-08809193, 001-08809193, 001-08809193, 001-08147171, 001-08147171, 001-08147171, 001-08147171, 001-08147171, 001-08714824, 001-08714824, 001-08714824, 001-08714824, 001-08714824, 001-08897183, 001-08897183, 001-08897183, 001-08897183, 001-08897183, 001-08938983, 001-08938983, 001-08938983, 001-08938983, 001-08938983, 001-08938984, 001-08938984, 001-08938984, 001-08938984, 001-08938984, 001-07054841, 001-07054841, 001-07054841, 001-07054841, 001-07054841, 001-08601497, 001-08601497, 001-08601497, 001-08601497, 001-08601497, 001-09008565, 001-09008565, 001-09008565, 001-09008565, 001-09008565, 001-07881383, 001-07881383, 001-07881383, 001-07881383, 001-07881383, 001-09008093, 001-09008093, 001-09008093, 001-09008093, 001-09008093, 001-05483224, 001-05483224, 001-05483224, 001-05483224, 001-05483224, 415)339-3906, 415)339-3931, 171-D3A4-443, 435-A684-9F5, 684-9F555CE7, 444-2542DB38, 860)868-0518, 800-545-9367, 203-762-7280, 860)408-4355, 860)408-4360, 860-741-2267, 203-387-2522, 860-727-5032, 860)526-9529, 866)626-2841, 203-264-5098, 203-271-9195, 203)562-9194, 203)562-2812, 860-868-0740, 860-404-4180, 860-404-4180, 860-873-2294, 860)445-9007, 800)364-8472, 860-522-0163, 800-922-2770, 860-354-5030, 218-19032009, 860-521-5362, 860-643-0949, 860)347-6143, 203-782-9038, 203)297-6091, 860)247-CREC, 860-243-4801, 203-329-8207, 203-956-6217, 860-687-6000, 860)663-5593, 203-372-3521, 203-372-3521, 860)515-8115, 860-515-8115, 203-830-3921, 203-624-1825, 860)520-7244, 860-489-6550, 860-489-3791, 860-512-2804, 203-937-6206, 860)242-7144, 860)375-4443, 860-832-2277, 203-322-4POP, 860)669-8681, 203)753-0381, 646-460-4166, 203)748-1716, 203)794-1308, 860-963-7170, 203-283-5657, 860)253-9935, 860)253-9995, 860-633-8402, 203)259-0416, 203-740-0044, 203-591-5234, 203-261-7301, 203)261-7301, 800)261-7947, 203)459-1772, 860)833-4725, 203-881-2400, 015-SUMMER-B, 203-655-7459, 860)619-8010, 860)318-1135, 860-212-5142, 203-272-6247, 860-739-7899, 860)739-0877, 203-966-4634, 203-517-3431, 203-456-3651, 860-583-4734, 860)583-4734, 860-535-9362, 203-576-1634, 203)847-4850, 203)847-4850, 203-263-2855, 860-525-1163, 203)872-2267, 860)371-5849, 203-889-8971, 203)247-5915, 860-974-9004, 860-364-0520, 203-969-1234, 860-436-9857, 203-874-5437, 203-426-0666, 203)368-6511, 203-966-4634, 203)481-7277, 203)654-7886, 860)560-2100, 860)757-9595, 860)722-6036, 203-946-7173, 203-576-7252, 217-02062009, 217-02062009, 217-02062009, 217-02062009, 218-19032009, 218-19032009, 218-19032009, 218-19032009, 218-19032009, 218-19032009, 218-19032009, 218-19032009, 218-19032009, 218-19032009, 218-19032009, 218-19032009, 218-19032009, 218-19032009, 218-19032009, 218-19032009, 218-19032009, 218-19032009, 218-19032009, 218-19032009, 218-19032009, 218-19032009, 218-19032009, 218-19032009, 218-19032009, 218-19032009, 218-19032009, 860)224-5231, 860)276-5103, 860-684-8216, 218-19032009",True
867,,"Mipso @ Slim?s   w/ SHEL, Little Brother Rye",630,5/19/2016,5/19/2016,Music,http://www.eventbrite.com/e/mipso-slims-w-shel-little-brother-rye-tickets-23123241237?aff=ebapi,,,,,,,"415-255-0333, 415-885-0750",999-999-9999,"237-19649673, 415-255-0333, 415-885-0750, 999-999-9999",True
